Work center1,Order,Material,Sales Order,Order Type,Description,MRP controller,Target quantity,Confirm.yield1,Balance1,Stor. Location,Bas. start date,Basic fin. date,System Status
,381035245,3010018600,,LA,HANDLE FOR PACKING (NEW) N.C,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381037558,3010442800,,LA,VALVE LEVER N.C.,M50,"4,440.000",0.000,0.000,,06/06/2023,06/07/2023,
,381018674,3010907401,,LA,FILTER MINI N.C.,M49,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381028707,3011199100,,LA,SPRING SUPPORT TOP 3,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381003362,3011228500,,LA,SHUTTER GUIDE BLK NCS S 9000-N,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381010162,3011228600,,LA,FIXATION PUMP NCS S 9000 N,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381019119,3011229000,,LA,HMI MAIN PART BLACK NCS S9000-N,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381029115,3011229500,,LA,HARD BUTTON GLOSSY RAL 9005 BLACK,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381029465,3011229600,,LA,PLUNGER N.C,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381010808,3011229700,,LA,CHASSIS BLACK 9205,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381019549,3011230000,,LA,VALVE TOP V2 N.C,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381029897,3011230100,,LA,BLOCK SHAFT N.C,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381019978,3011230200,,LA,MAGNET HOLDER N.C,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381020398,3011230300,,LA,WATER CONNECTOR PART N.C,M49,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381004330,3011257500,,LA,HEAD HSG FRONT NCS S 7502-B ANTHRACITE,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381030403,3011257600,,LA,HMI COVER FRONT NCS S 7502-B ANTHRACITE,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381020809,3011257700,,LA,HMI COVER BACK RAL9005 BLACK,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381030829,3011257800,,LA,VALVE TILT PART RAL9005 BLACK,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381011947,3011257900,,LA,CAPSULE HOLDER MAIN PART RAL9005 BK,M49,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381021176,3011258100,,LA,DRIP GRID BLACK RAL 9005,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381031248,3011352901,,LA,F-CONNECTOR N.C.,M49,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381039226,3011354300,,LA,PUMP OUTLET FOR D/U PUMP N.C,M49,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381036708,3011411101,,LA,NEW RINSING TOOL N.C,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381039627,3011414800,,LA,SEALING SUPPORT NATURAL PP,M49,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381033372,3011415500,,LA,TANK OUTSIDE TRANSPARENT N.C NAS21,M49,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381021992,3011415600,,LA,TANK INSIDE TRANSPARENT N.C NAS21,M49,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381025005,3011645900,,LA,CLAMP PLATE BLACK V3 SOLVAY 1150L,M50,"2,286.000",0.000,0.000,,06/06/2023,06/07/2023,
,381025425,3011646000,,LA,LEVER TOP BLACK SOLVAY 1150L,M50,"2,286.000",0.000,0.000,,06/06/2023,06/07/2023,
,381016629,3011646300,,LA,LEVER BOTTOM BLACK SOLVAY FC1150L,M50,"4,575.000",0.000,0.000,,06/06/2023,06/07/2023,
,381017063,3011646400,,LA,ROCKER LEVER BLACK SOLVAY 1150L,M50,"2,286.000",0.000,0.000,,06/06/2023,06/07/2023,
,381001522,7070281700,,VP,9770KRUPS TH 230V ANT&BLK(KP120866)LIGHT,M47,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381005122,9110245401,,LA,ASS'Y FLOWMETER,M49,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381006594,9110245600,,LA,ASS'Y WATER TANK,M49,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381007095,9110261400,,LA,ASS'Y CAPSULE HOLDER RAL9005 BK,M49,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381007401,9110261500,,LA,ASS'Y DRIP TRAY KP1208* ANTHRACITE&BLACK,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381003796,9110481900,,LA,9770 ASS'Y THERMOBLOCK 230V 1400W,M47,"2,220.000",0.000,0.000,,06/06/2023,06/06/2023,
,381005551,9110574900,,LA,9770 ASS'Y HEAD W/ VALVE TILT BLACK CEN,M47,"2,220.000",0.000,0.000,,06/06/2023,06/06/2023,
,381011227,9110600000,,LA,PULP TRAY TOP*BOTTOM  9770 LIGHT SET PRO,M47,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381012428,9170447501,,LA,FRAME BLACK PRINTED SILVER KRUPS NEW LOG,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381026433,9170447601,,LA,HMI COVER FRONT ANTHRACITE WIK419 NEW L,M49,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381026893,9170447700,,LA,VALVE TILT PART RAL9005 PRINTED,M49,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381034590,9350008000,,LA,THERMOBLOCK 230V/1400W,M50,"2,220.000",0.000,0.000,,06/06/2023,06/07/2023,
,381009118,0310103800,,LA,EXCENTRIC SET LEFT& RIGHT BLACK FC1150L,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381035246,3010018600,,LA,HANDLE FOR PACKING (NEW) N.C,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381037559,3010442800,,LA,VALVE LEVER N.C.,M50,"4,440.000",0.000,0.000,,06/07/2023,06/08/2023,
,381018675,3010907401,,LA,FILTER MINI N.C.,M49,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381028708,3011199100,,LA,SPRING SUPPORT TOP 3,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381003363,3011228500,,LA,SHUTTER GUIDE BLK NCS S 9000-N,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381010163,3011228600,,LA,FIXATION PUMP NCS S 9000 N,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381019120,3011229000,,LA,HMI MAIN PART BLACK NCS S9000-N,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381029116,3011229500,,LA,HARD BUTTON GLOSSY RAL 9005 BLACK,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381029466,3011229600,,LA,PLUNGER N.C,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381010809,3011229700,,LA,CHASSIS BLACK 9205,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381019550,3011230000,,LA,VALVE TOP V2 N.C,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381029898,3011230100,,LA,BLOCK SHAFT N.C,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381019979,3011230200,,LA,MAGNET HOLDER N.C,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381020399,3011230300,,LA,WATER CONNECTOR PART N.C,M49,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381004331,3011257500,,LA,HEAD HSG FRONT NCS S 7502-B ANTHRACITE,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381030404,3011257600,,LA,HMI COVER FRONT NCS S 7502-B ANTHRACITE,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381020810,3011257700,,LA,HMI COVER BACK RAL9005 BLACK,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381030830,3011257800,,LA,VALVE TILT PART RAL9005 BLACK,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381011948,3011257900,,LA,CAPSULE HOLDER MAIN PART RAL9005 BK,M49,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381021177,3011258100,,LA,DRIP GRID BLACK RAL 9005,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381031249,3011352901,,LA,F-CONNECTOR N.C.,M49,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381039227,3011354300,,LA,PUMP OUTLET FOR D/U PUMP N.C,M49,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381036709,3011411101,,LA,NEW RINSING TOOL N.C,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381039628,3011414800,,LA,SEALING SUPPORT NATURAL PP,M49,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381033373,3011415500,,LA,TANK OUTSIDE TRANSPARENT N.C NAS21,M49,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381021993,3011415600,,LA,TANK INSIDE TRANSPARENT N.C NAS21,M49,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381025006,3011645900,,LA,CLAMP PLATE BLACK V3 SOLVAY 1150L,M50,"2,289.000",0.000,0.000,,06/07/2023,06/08/2023,
,381025426,3011646000,,LA,LEVER TOP BLACK SOLVAY 1150L,M50,"2,286.000",0.000,0.000,,06/07/2023,06/08/2023,
,381016630,3011646300,,LA,LEVER BOTTOM BLACK SOLVAY FC1150L,M50,"4,575.000",0.000,0.000,,06/07/2023,06/08/2023,
,381017064,3011646400,,LA,ROCKER LEVER BLACK SOLVAY 1150L,M50,"2,289.000",0.000,0.000,,06/07/2023,06/08/2023,
,381001523,7070281700,,VP,9770KRUPS TH 230V ANT&BLK(KP120866)LIGHT,M47,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381005123,9110245401,,LA,ASS'Y FLOWMETER,M49,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381006595,9110245600,,LA,ASS'Y WATER TANK,M49,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381007096,9110261400,,LA,ASS'Y CAPSULE HOLDER RAL9005 BK,M49,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381007402,9110261500,,LA,ASS'Y DRIP TRAY KP1208* ANTHRACITE&BLACK,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381003797,9110481900,,LA,9770 ASS'Y THERMOBLOCK 230V 1400W,M47,"2,220.000",0.000,0.000,,06/07/2023,06/07/2023,
,381005552,9110574900,,LA,9770 ASS'Y HEAD W/ VALVE TILT BLACK CEN,M47,"2,220.000",0.000,0.000,,06/07/2023,06/07/2023,
,381011228,9110600000,,LA,PULP TRAY TOP*BOTTOM  9770 LIGHT SET PRO,M47,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381012429,9170447501,,LA,FRAME BLACK PRINTED SILVER KRUPS NEW LOG,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381026434,9170447601,,LA,HMI COVER FRONT ANTHRACITE WIK419 NEW L,M49,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381026894,9170447700,,LA,VALVE TILT PART RAL9005 PRINTED,M49,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381034591,9350008000,,LA,THERMOBLOCK 230V/1400W,M50,"2,220.000",0.000,0.000,,06/07/2023,06/08/2023,
,381009119,0310103800,,LA,EXCENTRIC SET LEFT& RIGHT BLACK FC1150L,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381035247,3010018600,,LA,HANDLE FOR PACKING (NEW) N.C,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381037560,3010442800,,LA,VALVE LEVER N.C.,M50,"4,440.000",0.000,0.000,,06/08/2023,06/09/2023,
,381018676,3010907401,,LA,FILTER MINI N.C.,M49,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381028709,3011199100,,LA,SPRING SUPPORT TOP 3,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381003364,3011228500,,LA,SHUTTER GUIDE BLK NCS S 9000-N,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381010164,3011228600,,LA,FIXATION PUMP NCS S 9000 N,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381019121,3011229000,,LA,HMI MAIN PART BLACK NCS S9000-N,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381029117,3011229500,,LA,HARD BUTTON GLOSSY RAL 9005 BLACK,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381029467,3011229600,,LA,PLUNGER N.C,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381010810,3011229700,,LA,CHASSIS BLACK 9205,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381019551,3011230000,,LA,VALVE TOP V2 N.C,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381029899,3011230100,,LA,BLOCK SHAFT N.C,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381019980,3011230200,,LA,MAGNET HOLDER N.C,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381020400,3011230300,,LA,WATER CONNECTOR PART N.C,M49,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381004332,3011257500,,LA,HEAD HSG FRONT NCS S 7502-B ANTHRACITE,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381030405,3011257600,,LA,HMI COVER FRONT NCS S 7502-B ANTHRACITE,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381020811,3011257700,,LA,HMI COVER BACK RAL9005 BLACK,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381030831,3011257800,,LA,VALVE TILT PART RAL9005 BLACK,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381011949,3011257900,,LA,CAPSULE HOLDER MAIN PART RAL9005 BK,M49,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381021178,3011258100,,LA,DRIP GRID BLACK RAL 9005,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381031250,3011352901,,LA,F-CONNECTOR N.C.,M49,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381039228,3011354300,,LA,PUMP OUTLET FOR D/U PUMP N.C,M49,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381036710,3011411101,,LA,NEW RINSING TOOL N.C,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381039629,3011414800,,LA,SEALING SUPPORT NATURAL PP,M49,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381033374,3011415500,,LA,TANK OUTSIDE TRANSPARENT N.C NAS21,M49,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381021994,3011415600,,LA,TANK INSIDE TRANSPARENT N.C NAS21,M49,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381025007,3011645900,,LA,CLAMP PLATE BLACK V3 SOLVAY 1150L,M50,"2,286.000",0.000,0.000,,06/08/2023,06/09/2023,
,381025427,3011646000,,LA,LEVER TOP BLACK SOLVAY 1150L,M50,"2,289.000",0.000,0.000,,06/08/2023,06/09/2023,
,381016631,3011646300,,LA,LEVER BOTTOM BLACK SOLVAY FC1150L,M50,"4,572.000",0.000,0.000,,06/08/2023,06/09/2023,
,381017065,3011646400,,LA,ROCKER LEVER BLACK SOLVAY 1150L,M50,"2,286.000",0.000,0.000,,06/08/2023,06/09/2023,
,381001524,7070281700,,VP,9770KRUPS TH 230V ANT&BLK(KP120866)LIGHT,M47,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381005124,9110245401,,LA,ASS'Y FLOWMETER,M49,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381006596,9110245600,,LA,ASS'Y WATER TANK,M49,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381007097,9110261400,,LA,ASS'Y CAPSULE HOLDER RAL9005 BK,M49,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381007403,9110261500,,LA,ASS'Y DRIP TRAY KP1208* ANTHRACITE&BLACK,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381003798,9110481900,,LA,9770 ASS'Y THERMOBLOCK 230V 1400W,M47,"2,220.000",0.000,0.000,,06/08/2023,06/08/2023,
,381005553,9110574900,,LA,9770 ASS'Y HEAD W/ VALVE TILT BLACK CEN,M47,"2,220.000",0.000,0.000,,06/08/2023,06/08/2023,
,381011229,9110600000,,LA,PULP TRAY TOP*BOTTOM  9770 LIGHT SET PRO,M47,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381012430,9170447501,,LA,FRAME BLACK PRINTED SILVER KRUPS NEW LOG,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381026435,9170447601,,LA,HMI COVER FRONT ANTHRACITE WIK419 NEW L,M49,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381026895,9170447700,,LA,VALVE TILT PART RAL9005 PRINTED,M49,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381034592,9350008000,,LA,THERMOBLOCK 230V/1400W,M50,"2,220.000",0.000,0.000,,06/08/2023,06/09/2023,
,381009120,0310103800,,LA,EXCENTRIC SET LEFT& RIGHT BLACK FC1150L,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381035248,3010018600,,LA,HANDLE FOR PACKING (NEW) N.C,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381037561,3010442800,,LA,VALVE LEVER N.C.,M50,"4,440.000",0.000,0.000,,06/09/2023,06/12/2023,
,381018677,3010907401,,LA,FILTER MINI N.C.,M49,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381028710,3011199100,,LA,SPRING SUPPORT TOP 3,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381003365,3011228500,,LA,SHUTTER GUIDE BLK NCS S 9000-N,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381010165,3011228600,,LA,FIXATION PUMP NCS S 9000 N,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381019122,3011229000,,LA,HMI MAIN PART BLACK NCS S9000-N,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381029118,3011229500,,LA,HARD BUTTON GLOSSY RAL 9005 BLACK,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381029468,3011229600,,LA,PLUNGER N.C,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381010811,3011229700,,LA,CHASSIS BLACK 9205,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381019552,3011230000,,LA,VALVE TOP V2 N.C,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381029900,3011230100,,LA,BLOCK SHAFT N.C,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381019981,3011230200,,LA,MAGNET HOLDER N.C,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381020401,3011230300,,LA,WATER CONNECTOR PART N.C,M49,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381004333,3011257500,,LA,HEAD HSG FRONT NCS S 7502-B ANTHRACITE,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381030406,3011257600,,LA,HMI COVER FRONT NCS S 7502-B ANTHRACITE,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381020812,3011257700,,LA,HMI COVER BACK RAL9005 BLACK,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381030832,3011257800,,LA,VALVE TILT PART RAL9005 BLACK,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381011950,3011257900,,LA,CAPSULE HOLDER MAIN PART RAL9005 BK,M49,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381021179,3011258100,,LA,DRIP GRID BLACK RAL 9005,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381031251,3011352901,,LA,F-CONNECTOR N.C.,M49,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381039229,3011354300,,LA,PUMP OUTLET FOR D/U PUMP N.C,M49,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381036711,3011411101,,LA,NEW RINSING TOOL N.C,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381039630,3011414800,,LA,SEALING SUPPORT NATURAL PP,M49,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381033375,3011415500,,LA,TANK OUTSIDE TRANSPARENT N.C NAS21,M49,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381021995,3011415600,,LA,TANK INSIDE TRANSPARENT N.C NAS21,M49,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381025008,3011645900,,LA,CLAMP PLATE BLACK V3 SOLVAY 1150L,M50,"2,286.000",0.000,0.000,,06/09/2023,06/12/2023,
,381025428,3011646000,,LA,LEVER TOP BLACK SOLVAY 1150L,M50,"2,286.000",0.000,0.000,,06/09/2023,06/12/2023,
,381016632,3011646300,,LA,LEVER BOTTOM BLACK SOLVAY FC1150L,M50,"4,575.000",0.000,0.000,,06/09/2023,06/12/2023,
,381017066,3011646400,,LA,ROCKER LEVER BLACK SOLVAY 1150L,M50,"2,286.000",0.000,0.000,,06/09/2023,06/12/2023,
,381001525,7070281700,,VP,9770KRUPS TH 230V ANT&BLK(KP120866)LIGHT,M47,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381017877,8090813700,,LA,MASTER CTN LABEL TH KP120866 BLK&ANTH,M47,"5,550.000",0.000,0.000,,06/09/2023,06/12/2023,
,381005125,9110245401,,LA,ASS'Y FLOWMETER,M49,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381006597,9110245600,,LA,ASS'Y WATER TANK,M49,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381007098,9110261400,,LA,ASS'Y CAPSULE HOLDER RAL9005 BK,M49,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381007404,9110261500,,LA,ASS'Y DRIP TRAY KP1208* ANTHRACITE&BLACK,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381003799,9110481900,,LA,9770 ASS'Y THERMOBLOCK 230V 1400W,M47,"2,220.000",0.000,0.000,,06/09/2023,06/09/2023,
,381005554,9110574900,,LA,9770 ASS'Y HEAD W/ VALVE TILT BLACK CEN,M47,"2,220.000",0.000,0.000,,06/09/2023,06/09/2023,
,381011230,9110600000,,LA,PULP TRAY TOP*BOTTOM  9770 LIGHT SET PRO,M47,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381012431,9170447501,,LA,FRAME BLACK PRINTED SILVER KRUPS NEW LOG,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381026436,9170447601,,LA,HMI COVER FRONT ANTHRACITE WIK419 NEW L,M49,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381026896,9170447700,,LA,VALVE TILT PART RAL9005 PRINTED,M49,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381034593,9350008000,,LA,THERMOBLOCK 230V/1400W,M50,"2,220.000",0.000,0.000,,06/09/2023,06/12/2023,
,381009121,0310103800,,LA,EXCENTRIC SET LEFT& RIGHT BLACK FC1150L,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381035249,3010018600,,LA,HANDLE FOR PACKING (NEW) N.C,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381037562,3010442800,,LA,VALVE LEVER N.C.,M50,"4,440.000",0.000,0.000,,06/12/2023,06/13/2023,
,381018678,3010907401,,LA,FILTER MINI N.C.,M49,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381028711,3011199100,,LA,SPRING SUPPORT TOP 3,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381003366,3011228500,,LA,SHUTTER GUIDE BLK NCS S 9000-N,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381010166,3011228600,,LA,FIXATION PUMP NCS S 9000 N,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381019123,3011229000,,LA,HMI MAIN PART BLACK NCS S9000-N,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381029119,3011229500,,LA,HARD BUTTON GLOSSY RAL 9005 BLACK,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381029469,3011229600,,LA,PLUNGER N.C,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381010812,3011229700,,LA,CHASSIS BLACK 9205,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381019553,3011230000,,LA,VALVE TOP V2 N.C,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381029901,3011230100,,LA,BLOCK SHAFT N.C,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381019982,3011230200,,LA,MAGNET HOLDER N.C,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381020402,3011230300,,LA,WATER CONNECTOR PART N.C,M49,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381004334,3011257500,,LA,HEAD HSG FRONT NCS S 7502-B ANTHRACITE,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381030407,3011257600,,LA,HMI COVER FRONT NCS S 7502-B ANTHRACITE,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381020813,3011257700,,LA,HMI COVER BACK RAL9005 BLACK,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381030833,3011257800,,LA,VALVE TILT PART RAL9005 BLACK,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381011951,3011257900,,LA,CAPSULE HOLDER MAIN PART RAL9005 BK,M49,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381021180,3011258100,,LA,DRIP GRID BLACK RAL 9005,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381031252,3011352901,,LA,F-CONNECTOR N.C.,M49,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381039230,3011354300,,LA,PUMP OUTLET FOR D/U PUMP N.C,M49,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381036712,3011411101,,LA,NEW RINSING TOOL N.C,M50,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381039631,3011414800,,LA,SEALING SUPPORT NATURAL PP,M49,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381033376,3011415500,,LA,TANK OUTSIDE TRANSPARENT N.C NAS21,M49,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381021996,3011415600,,LA,TANK INSIDE TRANSPARENT N.C NAS21,M49,"2,220.000",0.000,0.000,,06/12/2023,06/13/2023,
,381025009,3011645900,,LA,CLAMP PLATE BLACK V3 SOLVAY 1150L,M50,"2,289.000",0.000,0.000,,06/12/2023,06/13/2023,
